"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","resolution"
"hsa042601","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","4/87","87/8773",0.0107562011515904,0.0107562011515904,0.117225900069476,"476/481/7170/7388",4,1
"hsa053222","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","5/87","137/8773",0.0114745943196684,0.0114745943196684,0.117225900069476,"712/713/714/2214/2215",5,1
"hsa00910","Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","2/87","17/8773",0.0120033706059164,0.0120033706059164,0.117225900069476,"765/2752",2,1
"hsa052223","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","4/87","92/8773",0.0130093020040755,0.0130093020040755,0.120363071173441,"1647/3914/3918/5743",4,1
"hsa046571","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","4/87","94/8773",0.0139887383959486,0.0139887383959486,0.122953648006495,"3725/5743/6279/6280",4,1
"hsa041452","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","5/87","152/8773",0.0173268368537131,0.0173268368537131,0.142903084405331,"533/1520/2214/2215/4688",5,1
"hsa050204","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","7/87","272/8773",0.0180776829198748,0.0180776829198748,0.142903084405331,"712/713/714/3310/4688/4725/7388",7,1
"hsa049323","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","5/87","155/8773",0.0186971999656076,0.0186971999656076,0.142903084405331,"998/356/3725/4725/7388",5,1
"hsa045143","Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","5/87","157/8773",0.01964953134272,0.01964953134272,0.143924198869922,"914/947/4359/5788/6402",5,1
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","2/87","23/8773",0.0214889040818268,0.0214889040818268,0.151100925543793,"476/481",2,1
"hsa048204",NA,NA,"hsa04820","Cytoskeleton in muscle cells","6/87","229/8773",0.0259045290191258,0.0259045290191258,0.175143981627288,"476/481/2023/4000/84033/7170",6,1
"hsa040602","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","7/87","297/8773",0.0276583201622173,0.0276583201622173,0.17924333636929,"356/11009/8784/7293/3604/6375/6846",7,1
"hsa040103","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","7/87","299/8773",0.0285501362121144,0.0285501362121144,0.17924333636929,"998/1942/356/1647/3310/3725/3925",7,1
"hsa046603","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","4/87","121/8773",0.0319143961926516,0.0319143961926516,0.1868218283272,"998/3725/3932/5788",4,1
"hsa051201","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","3/87","70/8773",0.0320282102490785,0.0320282102490785,0.1868218283272,"533/998/3725",3,1
"hsa051522","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","5/87","180/8773",0.0329455260133895,0.0329455260133895,0.1868218283272,"533/1520/2207/2214/2215",5,1
"hsa05310","Human Diseases","Immune disease","hsa05310","Asthma","2/87","31/8773",0.0375352005295515,0.0375352005295515,0.206196660803786,"2205/2207",2,1
"hsa041424","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","4/87","132/8773",0.0418635866251842,0.0418635866251842,0.223005389678015,"533/1513/1520/7805",4,1
"hsa051353","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","4/87","137/8773",0.0469059630645727,0.0469059630645727,0.241817512199487,"10092/998/3725/3932",4,1
"hsa045103","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","5/87","202/8773",0.049947447777269,0.049947447777269,0.241817512199487,"998/3725/3914/3918/7143",5,1
"hsa049602","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","2/87","37/8773",0.0517570690934872,0.0517570690934872,0.241817512199487,"476/481",2,1
"hsa052162","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","2/87","37/8773",0.0517570690934872,0.0517570690934872,0.241817512199487,"1647/7170",2,1
"hsa049361","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","4/87","142/8773",0.0522731268886317,0.0522731268886317,0.241817512199487,"712/713/714/356",4,1
"hsa053401","Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","2/87","38/8773",0.0542887693550591,0.0542887693550591,0.24470241517665,"3932/5788",2,1
"hsa045123","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","3/87","89/8773",0.058200102303552,0.058200102303552,0.255774133807715,"3914/3918/7143",3,1
"hsa054174","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","5/87","215/8773",0.062043239259789,0.062043239259789,0.265570053793234,"998/356/3310/3725/4688",5,1
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","3/87","93/8773",0.0646840748456427,0.0646840748456427,0.265570053793234,"533/1513/3725",3,1
"hsa041514","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","7/87","359/8773",0.0649612975895426,0.0649612975895426,0.265570053793234,"1942/356/2787/3914/3918/4170/7143",7,1
"hsa041484",NA,NA,"hsa04148","Efferocytosis","4/87","156/8773",0.0690103370534544,0.0690103370534544,0.274416748298143,"712/713/714/5743",4,1
"hsa052084","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","5/87","223/8773",0.0702474011362013,0.0702474011362013,0.274416748298143,"3725/4259/4688/4725/7388",5,1
"hsa040611","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","3/87","100/8773",0.0767932587499573,0.0767932587499573,0.287222266769157,"11009/6375/6846",3,1
"hsa049332","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","3/87","100/8773",0.0767932587499573,0.0767932587499573,0.287222266769157,"998/2152/3725",3,1
"hsa049732","Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","2/87","47/8773",0.0788882261400498,0.0788882261400498,0.28891082818834,"476/481",2,1
"hsa046253","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","3/87","104/8773",0.0841303719214195,0.0841303719214195,0.301821097978025,"2207/3725/5743",3,1
"hsa040641","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","3/87","105/8773",0.0860103762974064,0.0860103762974064,0.302394375614039,"1647/3932/5743",3,1
"hsa049611","Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","2/87","53/8773",0.0968627012749078,0.0968627012749078,0.32595279696202,"476/481",2,1
"hsa051453","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","3/87","111/8773",0.0976605574822022,0.0976605574822022,0.32595279696202,"3310/3914/3918",3,1
"hsa051324","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","5/87","247/8773",0.0982737923774712,0.0982737923774712,0.32595279696202,"10092/998/3725/5788/6281",5,1
"hsa004801","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","2/87","57/8773",0.10942894681882,0.10942894681882,0.356230684575887,"4259/9588",2,1
"hsa047224","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","3/87","119/8773",0.114128569115249,0.114128569115249,0.363717058857653,"998/356/3725",3,1
"hsa043703","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","2/87","59/8773",0.115866751683995,0.115866751683995,0.363717058857653,"998/5743",2,1
"hsa049782","Organismal Systems","Digestive system","hsa04978","Mineral absorption","2/87","60/8773",0.119121518562337,0.119121518562337,0.367373843026968,"476/481",2,1
"hsa040623","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","4/87","192/8773",0.122935400949076,0.122935400949076,0.37259912810337,"998/2787/6375/6846",4,1
"hsa051303","Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","4/87","198/8773",0.133303978814322,0.133303978814322,0.397176886030184,"10092/998/356/3725",4,1
"hsa051693","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","4/87","202/8773",0.140412264143937,0.140412264143937,0.411383300211183,"1380/1647/9636/3725",4,1
"hsa046642","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","2/87","68/8773",0.145920896806536,0.145920896806536,0.413821015736147,"2205/2207",2,1
"hsa001901","Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","3/87","134/8773",0.147558824310033,0.147558824310033,0.413821015736147,"533/4725/7388",3,1
"hsa052112","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","2/87","69/8773",0.149355217930091,0.149355217930091,0.413821015736147,"998/3725",2,1
"hsa052041","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","2/87","70/8773",0.152806012273651,0.152806012273651,0.413821015736147,"4259/5743",2,1
"hsa051623","Human Diseases","Infectious disease: viral","hsa05162","Measles","3/87","138/8773",0.156967553727702,0.156967553727702,0.413821015736147,"356/3310/3725",3,1
"hsa054182","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","3/87","139/8773",0.159348883798131,0.159348883798131,0.413821015736147,"3725/4259/4688",3,1
"hsa015242","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","2/87","73/8773",0.163250757828538,0.163250757828538,0.413821015736147,"356/4259",2,1
"hsa049801",NA,NA,"hsa04980","Cobalamin transport and metabolism","1/87","18/8773",0.164368971033248,0.164368971033248,0.413821015736147,"5052",1,1
"hsa012301","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","2/87","75/8773",0.170284604384856,0.170284604384856,0.413821015736147,"2023/2752",2,1
"hsa049182","Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","2/87","75/8773",0.170284604384856,0.170284604384856,0.413821015736147,"476/481",2,1
"hsa049713","Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","2/87","76/8773",0.173820902761191,0.173820902761191,0.413821015736147,"476/481",2,1
"hsa052122","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","2/87","76/8773",0.173820902761191,0.173820902761191,0.413821015736147,"998/1647",2,1
"hsa051003","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","2/87","77/8773",0.177369328996892,0.177369328996892,0.413821015736147,"10092/998",2,1
"hsa009801","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","2/87","78/8773",0.180929304197685,0.180929304197685,0.413821015736147,"22977/4259",2,1
"hsa030182","Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","2/87","78/8773",0.180929304197685,0.180929304197685,0.413821015736147,"7832/2023",2,1
"hsa046122","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","2/87","78/8773",0.180929304197685,0.180929304197685,0.413821015736147,"1520/3310",2,1
"hsa047233","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","3/87","148/8773",0.181263516773049,0.181263516773049,0.413821015736147,"2787/4725/5743",3,1
"hsa052063","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","5/87","310/8773",0.193612393440172,0.193612393440172,0.427749888718054,"1942/4170/5743/3925/7143",5,1
"hsa042613","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","3/87","154/8773",0.196308445772739,0.196308445772739,0.427749888718054,"476/481/7170",3,1
"hsa049213","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","3/87","154/8773",0.196308445772739,0.196308445772739,0.427749888718054,"3725/5743/5997",3,1
"hsa00220","Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","1/87","22/8773",0.197097927765594,0.197097927765594,0.427749888718054,"2752",1,1
"hsa040144","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","4/87","236/8773",0.206317707799662,0.206317707799662,0.438968606035079,"998/1942/356/2787",4,1
"hsa049112","Organismal Systems","Endocrine system","hsa04911","Insulin secretion","2/87","86/8773",0.209758651267062,0.209758651267062,0.438968606035079,"476/481",2,1
"hsa052102","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","2/87","86/8773",0.209758651267062,0.209758651267062,0.438968606035079,"1647/3725",2,1
"hsa047272","Organismal Systems","Nervous system","hsa04727","GABAergic synapse","2/87","89/8773",0.220695477389508,0.220695477389508,0.44593036568721,"2752/2787",2,1
"hsa049762","Organismal Systems","Digestive system","hsa04976","Bile secretion","2/87","89/8773",0.220695477389508,0.220695477389508,0.44593036568721,"476/481",2,1
"hsa052352","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","2/87","89/8773",0.220695477389508,0.220695477389508,0.44593036568721,"3725/3932",2,1
"hsa046622","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","2/87","90/8773",0.224352405832528,0.224352405832528,0.448168083421438,"1380/3725",2,1
"hsa040224","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","3/87","166/8773",0.227254612705613,0.227254612705613,0.448864817526167,"476/481/5997",3,1
"hsa046582","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","2/87","92/8773",0.231680477268165,0.231680477268165,0.449697615039282,"3725/3932",2,1
"hsa049122","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","2/87","93/8773",0.235350727870858,0.235350727870858,0.449697615039282,"998/3725",2,1
"hsa049702","Organismal Systems","Digestive system","hsa04970","Salivary secretion","2/87","93/8773",0.235350727870858,0.235350727870858,0.449697615039282,"476/481",2,1
"hsa049252","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","2/87","98/8773",0.253747010082961,0.253747010082961,0.47888979336677,"476/481",2,1
"hsa054101","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","2/87","99/8773",0.257432400284116,0.257432400284116,0.47888979336677,"4000/7170",2,1
"hsa006301","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","1/87","30/8773",0.258801220666773,0.258801220666773,0.47888979336677,"2752",1,1
"hsa049722","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","2/87","102/8773",0.268493795028061,0.268493795028061,0.491649822036033,"476/481",2,1
"hsa049741","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","2/87","103/8773",0.272181425022546,0.272181425022546,0.493264221147749,"476/481",2,1
"hsa054141","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","2/87","105/8773",0.279555269976969,0.279555269976969,0.501457895662232,"4000/7170",2,1
"hsa043502","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","2/87","108/8773",0.290607326424782,0.290607326424782,0.505489861640444,"3399/10637",2,1
"hsa046203","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","2/87","108/8773",0.290607326424782,0.290607326424782,0.505489861640444,"1513/3725",2,1
"hsa046592","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","2/87","108/8773",0.290607326424782,0.290607326424782,0.505489861640444,"3725/3932",2,1
"hsa046134","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","3/87","191/8773",0.294184945244592,0.294184945244592,0.505489861640444,"2214/2215/4688",3,1
"hsa051673","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","3/87","194/8773",0.302344706741726,0.302344706741726,0.505489861640444,"2787/3725/5743",3,1
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","1/87","37/8773",0.308930714268992,0.308930714268992,0.505489861640444,"2752",1,1
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","1/87","37/8773",0.308930714268992,0.308930714268992,0.505489861640444,"356",1,1
"hsa046682","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","2/87","114/8773",0.312647900753691,0.312647900753691,0.505489861640444,"3725/5743",2,1
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","1/87","38/8773",0.315812928996395,0.315812928996395,0.505489861640444,"356",1,1
"hsa046703","Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","2/87","115/8773",0.316309524200158,0.316309524200158,0.505489861640444,"998/4688",2,1
"hsa047243","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","2/87","115/8773",0.316309524200158,0.316309524200158,0.505489861640444,"2752/2787",2,1
"hsa047263","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","2/87","115/8773",0.316309524200158,0.316309524200158,0.505489861640444,"2787/5743",2,1
"hsa054153","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","3/87","203/8773",0.326885214583725,0.326885214583725,0.517346065775002,"4688/4725/7388",3,1
"hsa052033","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","3/87","204/8773",0.329614499391977,0.329614499391977,0.517346065775002,"991/998/3725",3,1
"hsa040714","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","2/87","121/8773",0.338182792435407,0.338182792435407,0.52148223764278,"2205/2207",2,1
"hsa049193","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","2/87","121/8773",0.338182792435407,0.338182792435407,0.52148223764278,"476/481",2,1
"hsa05332","Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","1/87","42/8773",0.342670765599523,0.342670765599523,0.523807943753961,"356",1,1
"hsa04940","Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","1/87","43/8773",0.349220719029009,0.349220719029009,0.528026082166796,"356",1,1
"hsa051703","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","3/87","212/8773",0.351437718759517,0.351437718759517,0.528026082166796,"356/2787/3725",3,1
"hsa049263","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","2/87","129/8773",0.367019281843975,0.367019281843975,0.544507490578654,"2787/3725",2,1
"hsa040684","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","2/87","131/8773",0.374157599144027,0.374157599144027,0.544507490578654,"356/1647",2,1
"hsa051663","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","3/87","222/8773",0.378616440595591,0.378616440595591,0.544507490578654,"991/3725/3932",3,1
"hsa040243","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","3/87","225/8773",0.386731902420788,0.386731902420788,0.544507490578654,"476/481/3725",3,1
"hsa051633","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","3/87","225/8773",0.386731902420788,0.386731902420788,0.544507490578654,"356/2787/5743",3,1
"hsa005203","Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","1/87","49/8773",0.387187212612067,0.387187212612067,0.544507490578654,"1118",1,1
"hsa04672","Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","1/87","49/8773",0.387187212612067,0.387187212612067,0.544507490578654,"5284",1,1
"hsa050303","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","1/87","49/8773",0.387187212612067,0.387187212612067,0.544507490578654,"3725",1,1
"hsa051101","Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","1/87","50/8773",0.393298481812291,0.393298481812291,0.548448737732321,"533",1,1
"hsa049153","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","2/87","138/8773",0.398882673235459,0.398882673235459,0.548448737732321,"3310/3725",2,1
"hsa049132","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","1/87","51/8773",0.399349500049402,0.399349500049402,0.548448737732321,"5743",1,1
"hsa05320","Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","1/87","53/8773",0.411273126674787,0.411273126674787,0.560445631617213,"356",1,1
"hsa045503","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","2/87","143/8773",0.41627196290459,0.41627196290459,0.562894071296086,"3399/10637",2,1
"hsa051342","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","1/87","56/8773",0.428721181059655,0.428721181059655,0.568818826016948,"3310",1,1
"hsa052243","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","2/87","147/8773",0.430005309851098,0.430005309851098,0.568818826016948,"1647/3725",2,1
"hsa040723","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","2/87","148/8773",0.433412731674085,0.433412731674085,0.568818826016948,"2205/2207",2,1
"hsa052263","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","2/87","149/8773",0.436809524410364,0.436809524410364,0.568818826016948,"1647/83998",2,1
"hsa049233","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","1/87","58/8773",0.440068217493352,0.440068217493352,0.568818826016948,"5743",1,1
"hsa052132","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","1/87","58/8773",0.440068217493352,0.440068217493352,0.568818826016948,"1647",1,1
"hsa051313","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","3/87","247/8773",0.445365353877877,0.445365353877877,0.571463804053825,"10092/998/3725",3,1
"hsa041443","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","3/87","250/8773",0.453207684277819,0.453207684277819,0.573415595210086,"10092/998/3310",3,1
"hsa005901","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","1/87","61/8773",0.456672300376895,0.456672300376895,0.573415595210086,"5743",1,1
"hsa042133","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","1/87","61/8773",0.456672300376895,0.456672300376895,0.573415595210086,"3310",1,1
"hsa041102","Cellular Processes","Cell growth and death","hsa04110","Cell cycle","2/87","157/8773",0.463586891327886,0.463586891327886,0.57494855923208,"991/1647",2,1
"hsa052172","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","1/87","63/8773",0.467470320114902,0.467470320114902,0.57494855923208,"1647",1,1
"hsa042173","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","2/87","159/8773",0.470166947428027,0.470166947428027,0.57494855923208,"356/2752",2,1
"hsa053211","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","1/87","65/8773",0.478056159615877,0.478056159615877,0.57494855923208,"3725",1,1
"hsa051612","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","2/87","162/8773",0.47994811658164,0.47994811658164,0.57494855923208,"356/3725",2,1
"hsa000102","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","1/87","67/8773",0.488433940667196,0.488433940667196,0.57494855923208,"2023",1,1
"hsa046302","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","2/87","166/8773",0.492820093879185,0.492820093879185,0.57494855923208,"11009/4170",2,1
"hsa050124","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","3/87","266/8773",0.494243219248317,0.494243219248317,0.57494855923208,"4725/11315/7388",3,1
"hsa050313","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","1/87","69/8773",0.498607705910781,0.498607705910781,0.57494855923208,"3725",1,1
"hsa054163","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","1/87","69/8773",0.498607705910781,0.498607705910781,0.57494855923208,"1604",1,1
"hsa052253","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","2/87","168/8773",0.49918199676367,0.49918199676367,0.57494855923208,"1647/4259",2,1
"hsa041412","Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","2/87","170/8773",0.505493753040212,0.505493753040212,0.57494855923208,"3310/6746",2,1
"hsa050224","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","5/87","476/8773",0.513494277142497,0.513494277142497,0.57494855923208,"356/4725/11315/5743/7388",5,1
"hsa009823","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","1/87","72/8773",0.513494476703382,0.513494476703382,0.57494855923208,"4259",1,1
"hsa046221","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","1/87","72/8773",0.513494476703382,0.513494476703382,0.57494855923208,"9636",1,1
"hsa052182","Human Diseases","Cancer: specific types","hsa05218","Melanoma","1/87","72/8773",0.513494476703382,0.513494476703382,0.57494855923208,"1647",1,1
"hsa052233","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","1/87","72/8773",0.513494476703382,0.513494476703382,0.57494855923208,"1647",1,1
"hsa041153","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","1/87","75/8773",0.527944177377445,0.527944177377445,0.583692006766192,"1647",1,1
"hsa052142","Human Diseases","Cancer: specific types","hsa05214","Glioma","1/87","75/8773",0.527944177377445,0.527944177377445,0.583692006766192,"1647",1,1
"hsa052203","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","1/87","76/8773",0.532665821038995,0.532665821038995,0.58523152706258,"1647",1,1
"hsa047212","Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","1/87","78/8773",0.541969495280147,0.541969495280147,0.588444399359935,"533",1,1
"hsa043603","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","2/87","182/8773",0.542284988392179,0.542284988392179,0.588444399359935,"998/1942",2,1
"hsa009834","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","1/87","80/8773",0.551090039241072,0.551090039241072,0.593963173139859,"4259",1,1
"hsa046213","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","2/87","186/8773",0.554128517216707,0.554128517216707,0.593963173139859,"3725/10628",2,1
"hsa041463","Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","1/87","83/8773",0.56443526244776,0.56443526244776,0.601344107360612,"5052",1,1
"hsa012324","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","1/87","85/8773",0.573113421762621,0.573113421762621,0.603277286065917,"2987",1,1
"hsa040123","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","1/87","85/8773",0.573113421762621,0.573113421762621,0.603277286065917,"3725",1,1
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","1/87","86/8773",0.577388183768451,0.577388183768451,0.604159315096061,"4000",1,1
"hsa050322","Human Diseases","Substance dependence","hsa05032","Morphine addiction","1/87","91/8773",0.598135424040136,0.598135424040136,0.622165156117737,"2787",1,1
"hsa052053","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","2/87","203/8773",0.602061341721641,0.602061341721641,0.622564978746217,"998/356",2,1
"hsa045202","Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","1/87","93/8773",0.606149484885955,0.606149484885955,0.623126894281037,"998",1,1
"hsa040154","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","2/87","210/8773",0.620658257043854,0.620658257043854,0.625100778250794,"998/1942",2,1
"hsa047132","Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","1/87","97/8773",0.621706635085,0.621706635085,0.625100778250794,"2787",1,1
"hsa015222","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","1/87","98/8773",0.625500033280897,0.625500033280897,0.625100778250794,"3725",1,1
"hsa052312","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","1/87","98/8773",0.625500033280897,0.625500033280897,0.625100778250794,"3725",1,1
"hsa052073","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","2/87","212/8773",0.625849401937322,0.625849401937322,0.625100778250794,"3725/4259",2,1
