"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","resolution"
"hsa043302","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","2/107","62/8773",0.174686907623715,0.174686907623715,0.805446296786804,"51107/23013",2,1
"hsa049193","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","3/107","121/8773",0.183352575570161,0.183352575570161,0.805446296786804,"476/481/6513",3,1
"hsa009102","Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","1/107","17/8773",0.188448267676129,0.188448267676129,0.805446296786804,"23632",1,1
"hsa049801",NA,NA,"hsa04980","Cobalamin transport and metabolism","1/107","18/8773",0.198365585556286,0.198365585556286,0.805446296786804,"5052",1,1
"hsa052112","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","2/107","69/8773",0.205610783778144,0.205610783778144,0.805446296786804,"3725/6513",2,1
"hsa049201","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","2/107","70/8773",0.210080183934373,0.210080183934373,0.805446296786804,"51094/6513",2,1
"hsa052042","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","2/107","70/8773",0.210080183934373,0.210080183934373,0.805446296786804,"2052/2947",2,1
"hsa005622","Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","2/107","73/8773",0.223545224999544,0.223545224999544,0.805446296786804,"5298/9651",2,1
"hsa049712","Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","2/107","76/8773",0.237077254743515,0.237077254743515,0.805446296786804,"476/481",2,1
"hsa054182","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","3/107","139/8773",0.240362398506919,0.240362398506919,0.805446296786804,"2947/3725/5590",3,1
"hsa005151","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","1/107","23/8773",0.24617963459926,0.24617963459926,0.805446296786804,"8704",1,1
"hsa043802","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","3/107","141/8773",0.246887548834346,0.246887548834346,0.805446296786804,"1513/2214/3725",3,1
"hsa049362","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","3/107","142/8773",0.250160902872982,0.250160902872982,0.805446296786804,"51094/713/714",3,1
"hsa040153","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","4/107","210/8773",0.253804632733063,0.253804632733063,0.805446296786804,"1942/1969/260425/5590",4,1
"hsa009832","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","2/107","80/8773",0.255186021206005,0.255186021206005,0.805446296786804,"51727/2947",2,1
"hsa052073","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","4/107","212/8773",0.259168242415681,0.259168242415681,0.805446296786804,"2052/253152/2947/3725",4,1
"hsa005631","Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","1/107","26/8773",0.273500361600252,0.273500361600252,0.805446296786804,"93183",1,1
"hsa00592","Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","1/107","26/8773",0.273500361600252,0.273500361600252,0.805446296786804,"5321",1,1
"hsa049771","Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","1/107","26/8773",0.273500361600252,0.273500361600252,0.805446296786804,"10560",1,1
"hsa012322","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","2/107","85/8773",0.277860700780709,0.277860700780709,0.805446296786804,"204/51727",2,1
"hsa010401","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","1/107","27/8773",0.282387461326876,0.282387461326876,0.805446296786804,"11332",1,1
"hsa052082","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","4/107","223/8773",0.289043999893338,0.289043999893338,0.805446296786804,"2052/253152/2947/3725",4,1
"hsa042612","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","3/107","154/8773",0.289878834294343,0.289878834294343,0.805446296786804,"476/481/7170",3,1
"hsa042182","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","3/107","156/8773",0.296555824158633,0.296555824158633,0.805446296786804,"824/204851/286826",3,1
"hsa043901","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","3/107","157/8773",0.299898273333624,0.299898273333624,0.805446296786804,"656/5590/7159",3,1
"hsa042172","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","3/107","159/8773",0.306589682770556,0.306589682770556,0.805446296786804,"824/142/5321",3,1
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","1/107","30/8773",0.308407657540912,0.308407657540912,0.805446296786804,"5321",1,1
"hsa049122","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","2/107","93/8773",0.314033478243942,0.314033478243942,0.805446296786804,"3725/5321",2,1
"hsa049701","Organismal Systems","Digestive system","hsa04970","Salivary secretion","2/107","93/8773",0.314033478243942,0.314033478243942,0.805446296786804,"476/481",2,1
"hsa053231","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","2/107","93/8773",0.314033478243942,0.314033478243942,0.805446296786804,"1513/3725",2,1
"hsa000302","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","1/107","31/8773",0.316871615066147,0.316871615066147,0.805446296786804,"5226",1,1
"hsa03060","Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","1/107","31/8773",0.316871615066147,0.316871615066147,0.805446296786804,"6726",1,1
"hsa040143","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","4/107","236/8773",0.324944950791918,0.324944950791918,0.805446296786804,"1942/1969/5321/23179",4,1
"hsa000522","Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","1/107","32/8773",0.325232943959755,0.325232943959755,0.805446296786804,"8704",1,1
"hsa041301","Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","1/107","33/8773",0.333492877033351,0.333492877033351,0.805446296786804,"10228",1,1
"hsa049251","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","2/107","98/8773",0.336461327886754,0.336461327886754,0.805446296786804,"476/481",2,1
"hsa052312","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","2/107","98/8773",0.336461327886754,0.336461327886754,0.805446296786804,"3725/5321",2,1
"hsa005642","Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","2/107","99/8773",0.340923060309568,0.340923060309568,0.805446296786804,"10390/5321",2,1
"hsa046403","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","2/107","99/8773",0.340923060309568,0.340923060309568,0.805446296786804,"909/914",2,1
"hsa054101","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","2/107","99/8773",0.340923060309568,0.340923060309568,0.805446296786804,"4000/7170",2,1
"hsa030201","Genetic Information Processing","Transcription","hsa03020","RNA polymerase","1/107","34/8773",0.341652632428938,0.341652632428938,0.805446296786804,"84265",1,1
"hsa045303","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","3/107","170/8773",0.343458332375471,0.343458332375471,0.805446296786804,"909/3725/5590",3,1
"hsa049332","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","2/107","100/8773",0.345375759589117,0.345375759589117,0.805446296786804,"3725/5590",2,1
"hsa049721","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","2/107","102/8773",0.354252305096093,0.354252305096093,0.805446296786804,"476/481",2,1
"hsa051463","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","2/107","102/8773",0.354252305096093,0.354252305096093,0.805446296786804,"909/5052",2,1
"hsa043102","Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","3/107","174/8773",0.35684956844848,0.35684956844848,0.805446296786804,"56998/3725/59352",3,1
"hsa005121","Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","1/107","36/8773",0.357676410441414,0.357676410441414,0.805446296786804,"256435",1,1
"hsa030153","Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","2/107","103/8773",0.358675304037874,0.358675304037874,0.805446296786804,"23381/10250",2,1
"hsa049743","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","2/107","103/8773",0.358675304037874,0.358675304037874,0.805446296786804,"476/481",2,1
"hsa052162","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","1/107","37/8773",0.365542797540278,0.365542797540278,0.807297879821668,"7170",1,1
"hsa054142","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","2/107","105/8773",0.367488722377155,0.367488722377155,0.807297879821668,"4000/7170",2,1
"hsa007601","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","1/107","38/8773",0.373313736260881,0.373313736260881,0.809743542257125,"64802",1,1
"hsa043501","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","2/107","108/8773",0.380621639003675,0.380621639003675,0.809743542257125,"656/3399",2,1
"hsa046202","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","2/107","108/8773",0.380621639003675,0.380621639003675,0.809743542257125,"1513/3725",2,1
"hsa030222","Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","1/107","44/8773",0.417998256725801,0.417998256725801,0.863357546309251,"6883",1,1
"hsa034101","Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","1/107","44/8773",0.417998256725801,0.417998256725801,0.863357546309251,"142",1,1
"hsa048142","Cellular Processes","Cell motility","hsa04814","Motor proteins","3/107","193/8773",0.419782350218406,0.419782350218406,0.863357546309251,"79819/23046/7170",3,1
"hsa030502","Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","1/107","46/8773",0.432179957286672,0.432179957286672,0.863357546309251,"5692",1,1
"hsa049302","Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","1/107","46/8773",0.432179957286672,0.432179957286672,0.863357546309251,"5590",1,1
"hsa005142","Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","1/107","47/8773",0.439141885162268,0.439141885162268,0.863357546309251,"8704",1,1
"hsa046113","Organismal Systems","Immune system","hsa04611","Platelet activation","2/107","124/8773",0.448547205094926,0.448547205094926,0.863357546309251,"5321/5590",2,1
"hsa054152","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","3/107","203/8773",0.452145997162411,0.452145997162411,0.863357546309251,"142/5590/6513",3,1
"hsa005202","Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","1/107","49/8773",0.452813046423654,0.452813046423654,0.863357546309251,"606495",1,1
"hsa04672","Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","1/107","49/8773",0.452813046423654,0.452813046423654,0.863357546309251,"5284",1,1
"hsa050302","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","1/107","49/8773",0.452813046423654,0.452813046423654,0.863357546309251,"3725",1,1
"hsa003301","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","1/107","50/8773",0.459524303190352,0.459524303190352,0.867965235735834,"79814",1,1
"hsa049132","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","1/107","51/8773",0.466154006223555,0.466154006223555,0.869479278636256,"5321",1,1
"hsa049263","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","2/107","129/8773",0.468930100535335,0.468930100535335,0.869479278636256,"3725/5590",2,1
"hsa041422","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","2/107","132/8773",0.480946501388536,0.480946501388536,0.883652902072718,"1513/1520",2,1
"hsa040102","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","4/107","299/8773",0.497849042349132,0.497849042349132,0.893363458609763,"1942/1969/3725/5321",4,1
"hsa051352","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","2/107","137/8773",0.500604342913028,0.500604342913028,0.893363458609763,"3725/5586",2,1
"hsa051622","Human Diseases","Infectious disease: viral","hsa05162","Measles","2/107","138/8773",0.504479241289478,0.504479241289478,0.893363458609763,"3725/6504",2,1
"hsa002401","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","1/107","58/8773",0.51035943506283,0.51035943506283,0.893363458609763,"51727",1,1
"hsa043702","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","1/107","59/8773",0.516371086290401,0.516371086290401,0.893363458609763,"5321",1,1
"hsa040243","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","3/107","225/8773",0.520568001183247,0.520568001183247,0.893363458609763,"476/481/3725",3,1
"hsa047302","Organismal Systems","Nervous system","hsa04730","Long-term depression","1/107","60/8773",0.522309609789015,0.522309609789015,0.893363458609763,"5321",1,1
"hsa005902","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","1/107","61/8773",0.528175886817889,0.528175886817889,0.893363458609763,"5321",1,1
"hsa049292","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","1/107","64/8773",0.545349894621865,0.545349894621865,0.893363458609763,"57657",1,1
"hsa053211","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","1/107","65/8773",0.550935789819415,0.550935789819415,0.893363458609763,"3725",1,1
"hsa009702","Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","1/107","66/8773",0.556453689508129,0.556453689508129,0.893363458609763,"2058",1,1
"hsa041452","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","2/107","152/8773",0.556670340063243,0.556670340063243,0.893363458609763,"1520/2214",2,1
"hsa049213","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","2/107","154/8773",0.563805652113362,0.563805652113362,0.893363458609763,"3725/5321",2,1
"hsa046642","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","1/107","68/8773",0.567288772466601,0.567288772466601,0.893363458609763,"5321",1,1
"hsa049322","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","2/107","155/8773",0.567342772833751,0.567342772833751,0.893363458609763,"51094/3725",2,1
"hsa050311","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","1/107","69/8773",0.572607566417902,0.572607566417902,0.893363458609763,"3725",1,1
"hsa051202","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","1/107","70/8773",0.577861586453895,0.577861586453895,0.893363458609763,"3725",1,1
"hsa052302","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","1/107","70/8773",0.577861586453895,0.577861586453895,0.893363458609763,"6513",1,1
"hsa009822","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","1/107","72/8773",0.588178421378911,0.588178421378911,0.893363458609763,"2947",1,1
"hsa046222","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","1/107","72/8773",0.588178421378911,0.588178421378911,0.893363458609763,"9636",1,1
"hsa015242","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","1/107","73/8773",0.593242771328624,0.593242771328624,0.893363458609763,"2947",1,1
"hsa040222","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","2/107","166/8773",0.604898827010844,0.604898827010844,0.893363458609763,"476/481",2,1
"hsa046302","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","2/107","166/8773",0.604898827010844,0.604898827010844,0.893363458609763,"11009/4170",2,1
"hsa030182","Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","1/107","78/8773",0.617653730197391,0.617653730197391,0.893363458609763,"5394",1,1
"hsa046121","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","1/107","78/8773",0.617653730197391,0.617653730197391,0.893363458609763,"1520",1,1
"hsa030102","Genetic Information Processing","Translation","hsa03010","Ribosome","2/107","170/8773",0.617938903480925,0.617938903480925,0.893363458609763,"6232/6202",2,1
"hsa030832","Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","1/107","83/8773",0.640612573035034,0.640612573035034,0.893363458609763,"1912",1,1
"hsa041461","Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","1/107","83/8773",0.640612573035034,0.640612573035034,0.893363458609763,"5052",1,1
"hsa046232","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","1/107","83/8773",0.640612573035034,0.640612573035034,0.893363458609763,"84265",1,1
"hsa041513","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","4/107","359/8773",0.643328744269273,0.643328744269273,0.893363458609763,"1942/1969/4170/5586",4,1
"hsa051522","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","2/107","180/8773",0.649104588113705,0.649104588113705,0.893363458609763,"1520/2214",2,1
"hsa040122","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","1/107","85/8773",0.649408866555414,0.649408866555414,0.893363458609763,"3725",1,1
"hsa050202","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","3/107","272/8773",0.64980158394954,0.64980158394954,0.893363458609763,"713/714/5692",3,1
"hsa052102","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","1/107","86/8773",0.653726690137201,0.653726690137201,0.893363458609763,"3725",1,1
"hsa054121","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","1/107","86/8773",0.653726690137201,0.653726690137201,0.893363458609763,"4000",1,1
"hsa042112","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","1/107","89/8773",0.666366580694674,0.666366580694674,0.893363458609763,"51094",1,1
"hsa052352","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","1/107","89/8773",0.666366580694674,0.666366580694674,0.893363458609763,"3725",1,1
"hsa046212","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","2/107","186/8773",0.666829283804037,0.666829283804037,0.893363458609763,"3725/5586",2,1
"hsa046622","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","1/107","90/8773",0.670477448482061,0.670477448482061,0.893363458609763,"3725",1,1
"hsa046582","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","1/107","92/8773",0.678549237497202,0.678549237497202,0.893363458609763,"3725",1,1
"hsa046132","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","2/107","191/8773",0.681049446969943,0.681049446969943,0.893363458609763,"2214/23569",2,1
"hsa046571","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","1/107","94/8773",0.686425107701263,0.686425107701263,0.893363458609763,"3725",1,1
"hsa040702","Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","1/107","97/8773",0.69788184102574,0.69788184102574,0.893363458609763,"5298",1,1
"hsa015222","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","1/107","98/8773",0.701607825697276,0.701607825697276,0.893363458609763,"3725",1,1
"hsa047502","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","1/107","98/8773",0.701607825697276,0.701607825697276,0.893363458609763,"5321",1,1
"hsa040603","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","3/107","297/8773",0.707815415579036,0.707815415579036,0.893363458609763,"656/11009/8784",3,1
"hsa040612","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","1/107","100/8773",0.708923762516217,0.708923762516217,0.893363458609763,"11009",1,1
"hsa045102","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","2/107","202/8773",0.710608629112597,0.710608629112597,0.893363458609763,"824/3725",2,1
"hsa051692","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","2/107","202/8773",0.710608629112597,0.710608629112597,0.893363458609763,"9636/3725",2,1
"hsa046252","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","1/107","104/8773",0.723026707798533,0.723026707798533,0.893363458609763,"3725",1,1
"hsa040641","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","1/107","105/8773",0.726445342273738,0.726445342273738,0.893363458609763,"142",1,1
"hsa049221","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","1/107","107/8773",0.733157699408692,0.733157699408692,0.893363458609763,"6513",1,1
"hsa030132","Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","1/107","108/8773",0.736452428945188,0.736452428945188,0.893363458609763,"10250",1,1
"hsa040662","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","1/107","108/8773",0.736452428945188,0.736452428945188,0.893363458609763,"6513",1,1
"hsa046591","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","1/107","108/8773",0.736452428945188,0.736452428945188,0.893363458609763,"3725",1,1
"hsa046682","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","1/107","114/8773",0.755391297061696,0.755391297061696,0.893363458609763,"3725",1,1
"hsa049283","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","1/107","114/8773",0.755391297061696,0.755391297061696,0.893363458609763,"632",1,1
"hsa012002","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","1/107","115/8773",0.75841394762347,0.75841394762347,0.893363458609763,"5226",1,1
"hsa047243","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","1/107","115/8773",0.75841394762347,0.75841394762347,0.893363458609763,"5321",1,1
"hsa047262","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","1/107","115/8773",0.75841394762347,0.75841394762347,0.893363458609763,"5321",1,1
"hsa051662","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","2/107","222/8773",0.758535563932399,0.758535563932399,0.893363458609763,"3725/6513",2,1
"hsa047222","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","1/107","119/8773",0.770138947960148,0.770138947960148,0.893363458609763,"3725",1,1
"hsa040713","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","1/107","121/8773",0.775788239921181,0.775788239921181,0.893363458609763,"5590",1,1
"hsa041523","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","1/107","121/8773",0.775788239921181,0.775788239921181,0.893363458609763,"51094",1,1
"hsa046602","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","1/107","121/8773",0.775788239921181,0.775788239921181,0.893363458609763,"3725",1,1
"hsa047142","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","2/107","232/8773",0.779849972357087,0.779849972357087,0.893363458609763,"656/63976",2,1
"hsa002302","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","1/107","128/8773",0.794498935550243,0.794498935550243,0.893363458609763,"204",1,1
"hsa046502","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","1/107","132/8773",0.804487329067971,0.804487329067971,0.893363458609763,"2214",1,1
"hsa051312","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","2/107","247/8773",0.808760243216093,0.808760243216093,0.893363458609763,"824/3725",2,1
"hsa051322","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","2/107","247/8773",0.808760243216093,0.808760243216093,0.893363458609763,"3725/23207",2,1
"hsa042702","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","1/107","134/8773",0.809299625786093,0.809299625786093,0.893363458609763,"5321",1,1
"hsa049102","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","1/107","137/8773",0.81629889365855,0.81629889365855,0.893363458609763,"5590",1,1
"hsa049153","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","1/107","138/8773",0.818574949515259,0.818574949515259,0.893363458609763,"3725",1,1
"hsa050142","Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","3/107","364/8773",0.827189859265829,0.827189859265829,0.893363458609763,"2882/5692/84134",3,1
"hsa04120","Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","1/107","142/8773",0.827403150346274,0.827403150346274,0.893363458609763,"55585",1,1
"hsa045502","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/107","143/8773",0.829542863347426,0.829542863347426,0.893363458609763,"3399",1,1
"hsa050172","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","1/107","143/8773",0.829542863347426,0.829542863347426,0.893363458609763,"5692",1,1
"hsa052242","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","1/107","147/8773",0.837842078861007,0.837842078861007,0.893363458609763,"3725",1,1
"hsa040722","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","1/107","148/8773",0.839853543915711,0.839853543915711,0.893363458609763,"5321",1,1
"hsa050222","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","4/107","476/8773",0.839854709786782,0.839854709786782,0.893363458609763,"824/2882/5692/84134",4,1
"hsa050102","Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","3/107","384/8773",0.853701906819075,0.853701906819075,0.903338474010815,"51107/824/5692",3,1
"hsa051612","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","1/107","162/8773",0.865550509448193,0.865550509448193,0.911105799419151,"3725",1,1
"hsa030081","Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","1/107","167/8773",0.873700647435015,0.873700647435015,0.911839514665371,"10885",1,1
"hsa052252","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","1/107","168/8773",0.875270950795979,0.875270950795979,0.911839514665371,"2947",1,1
"hsa050162","Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","2/107","306/8773",0.892453039117515,0.892453039117515,0.923894353069634,"2882/5692",2,1
"hsa052062","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","2/107","310/8773",0.896684393127353,0.896684393127353,0.923894353069634,"1942/4170",2,1
"hsa040623","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","1/107","192/8773",0.907663725506527,0.907663725506527,0.923894353069634,"5590",1,1
"hsa051673","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","1/107","194/8773",0.909952258587251,0.909952258587251,0.923894353069634,"3725",1,1
"hsa051302","Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","1/107","198/8773",0.9143620812463,0.9143620812463,0.923894353069634,"3725",1,1
"hsa051652","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","2/107","331/8773",0.916487096143096,0.916487096143096,0.923894353069634,"9636/5590",2,1
"hsa052032","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","1/107","204/8773",0.920578730555458,0.920578730555458,0.923894353069634,"3725",1,1
"hsa051703","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","1/107","212/8773",0.928177272268481,0.928177272268481,0.923894353069634,"3725",1,1
"hsa054172","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","1/107","215/8773",0.930837097957602,0.930837097957602,0.923894353069634,"3725",1,1
"hsa030402","Genetic Information Processing","Transcription","hsa03040","Spliceosome","1/107","217/8773",0.932555862629662,0.932555862629662,0.923894353069634,"10450",1,1
"hsa041442","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","1/107","250/8773",0.955511931082004,0.955511931082004,0.942019464789447,"5590",1,1
